ID	d1	ignore theme	d1	telugu	d1	english	d1	Clue	d1	Image	d1	Sound
2333	|	MLB Teams	|	  వాషింగ్టన్ నేషనల్స్	|	 Washington Nationals	|	  వాషింగ్టన్ నేషనల్స్_clue	|		|	
2334	|	NBA Teams	|	అట్లాంటా హాక్స్ 	|	Atlanta Hawks 	|	అట్లాంటా హాక్స్ _clue	|		|	
2335	|	NBA Teams	|	బోస్టన్ సెల్టిక్స్ 	|	Boston Celtics 	|	బోస్టన్ సెల్టిక్స్ _clue	|		|	
2336	|	NBA Teams	|	బ్రూక్లిన్ నెట్స్ 	|	Brooklyn Nets 	|	బ్రూక్లిన్ నెట్స్ _clue	|		|	
2337	|	NBA Teams	|	షార్లెట్ బాబ్ కాట్స్	|	Charlotte Bobcats 	|	షార్లెట్ బాబ్ కాట్స్_clue	|		|	
2338	|	NBA Teams	|	చికాగో బుల్స్ 	|	Chicago Bulls 	|	చికాగో బుల్స్ _clue	|		|	
2339	|	NBA Teams	|	క్లేవ్ల్యాండ్ కావలీర్స్ 	|	Cleveland Cavaliers 	|	క్లేవ్ల్యాండ్ కావలీర్స్ _clue	|		|	
2340	|	NBA Teams	|	డల్లాస్ మావెరిక్స్ 	|	Dallas Mavericks 	|	డల్లాస్ మావెరిక్స్ _clue	|		|	
2341	|	NBA Teams	|	డెన్వర్ నగ్గెట్స్ 	|	Denver Nuggets 	|	డెన్వర్ నగ్గెట్స్ _clue	|		|	
2342	|	NBA Teams	|	డెట్రాయిట్ పిస్టన్స్ 	|	Detroit Pistons 	|	డెట్రాయిట్ పిస్టన్స్ _clue	|		|	
2343	|	NBA Teams	|	గోల్డెన్ స్టేట్ వారియర్స్	|	Golden State Warriors	|	గోల్డెన్ స్టేట్ వారియర్స్_clue	|		|	
2344	|	NBA Teams	|	హౌస్టన్ రాకెట్స్ 	|	Houston Rockets 	|	హౌస్టన్ రాకెట్స్ _clue	|		|	
2345	|	NBA Teams	|	ఇండియానా పేసర్స్ 	|	Indiana Pacers 	|	ఇండియానా పేసర్స్ _clue	|		|	
2346	|	NBA Teams	|	లాస్ ఏంజిల్స్ క్లిప్పర్స్	|	Los Angeles Clippers	|	లాస్ ఏంజిల్స్ క్లిప్పర్స్_clue	|		|	
2347	|	NBA Teams	|	లాస్ ఏంజిల్స్ లేకర్స్	|	Los Angeles Lakers	|	లాస్ ఏంజిల్స్ లేకర్స్_clue	|		|	
2348	|	NBA Teams	|	మెంఫిస్ గ్రిజ్లీస్ 	|	Memphis Grizzlies 	|	మెంఫిస్ గ్రిజ్లీస్ _clue	|		|	
2349	|	NBA Teams	|	మయామి హీట్ 	|	Miami Heat 	|	మయామి హీట్ _clue	|		|	
2350	|	NBA Teams	|	మిల్వాకీ బక్స్ 	|	Milwaukee Bucks 	|	మిల్వాకీ బక్స్ _clue	|		|	
2351	|	NBA Teams	|	మిన్నెసోట టింబర్ 	|	Minnesota Timberwolves 	|	మిన్నెసోట టింబర్ _clue	|		|	
2352	|	NBA Teams	|	న్యూ ఓర్లీన్స్ పెలికాన్స్ 	|	New Orleans Pelicans	|	న్యూ ఓర్లీన్స్ పెలికాన్స్ _clue	|		|	
2353	|	NBA Teams	|	న్యూయార్క్ నిక్స్ 	|	New York Knicks	|	న్యూయార్క్ నిక్స్ _clue	|		|	
2354	|	NBA Teams	|	ఓక్లహోమా సిటీ థండర్	|	Oklahoma City Thunder	|	ఓక్లహోమా సిటీ థండర్_clue	|		|	
2355	|	NBA Teams	|	ఓర్లాండో మేజిక్ 	|	Orlando Magic 	|	ఓర్లాండో మేజిక్ _clue	|		|	
2356	|	NBA Teams	|	ఫిలడెల్ఫియా 76ers 	|	Philadelphia 76ers 	|	ఫిలడెల్ఫియా 76ers _clue	|		|	
2357	|	NBA Teams	|	ఫీనిక్స్ సన్స్ 	|	Phoenix Suns 	|	ఫీనిక్స్ సన్స్ _clue	|		|	
2358	|	NBA Teams	|	పోర్ట్ ల్యాండ్ ట్రైల్	|	Portland Trail Blazers	|	పోర్ట్ ల్యాండ్ ట్రైల్_clue	|		|	
2359	|	NBA Teams	|	శాక్రమెంటో కింగ్స్ 	|	Sacramento Kings 	|	శాక్రమెంటో కింగ్స్ _clue	|		|	
2360	|	NBA Teams	|	శాన్ ఆంటోనియో స్పర్స్	|	San Antonio Spurs	|	శాన్ ఆంటోనియో స్పర్స్_clue	|		|	
2361	|	NBA Teams	|	టొరంటో రాప్టోర్స్ 	|	Toronto Raptors 	|	టొరంటో రాప్టోర్స్ _clue	|		|	
2362	|	NBA Teams	|	ఉటా జాజ్ 	|	Utah Jazz 	|	ఉటా జాజ్ _clue	|		|	
2363	|	NBA Teams	|	వాషింగ్టన్ విజార్డ్స్ 	|	Washington Wizards 	|	వాషింగ్టన్ విజార్డ్స్ _clue	|		|	
2364	|	NBA Teams	|	వెస్ట్రన్ కాన్ఫరెన్స్ 	|	Western Conference 	|	వెస్ట్రన్ కాన్ఫరెన్స్ _clue	|		|	
2365	|	NFL Teams	|	కార్డినల్స్	|	Arizona cadinals	|	కార్డినల్స్_clue	|		|	
2366	|	NFL Teams	|	ఫాల్కన్స్	|	Atlanta falcons	|	ఫాల్కన్స్_clue	|		|	
2367	|	NFL Teams	|	రేవెన్స్	|	Baltimore ravens	|	రేవెన్స్_clue	|		|	
2368	|	NFL Teams	|	బిల్స్	|	Buffalo bills	|	బిల్స్_clue	|		|	
2369	|	NFL Teams	|	ప్యాంతర్స్	|	Carolina panthers	|	ప్యాంతర్స్_clue	|		|	
2370	|	NFL Teams	|	బేర్స్	|	Chicago bears	|	బేర్స్_clue	|		|	
2371	|	NFL Teams	|	బెంగాల్స్	|	Cincinnati bengals	|	బెంగాల్స్_clue	|		|	
2372	|	NFL Teams	|	బ్రౌన్స్	|	Cleveland browns	|	బ్రౌన్స్_clue	|		|	
2373	|	NFL Teams	|	కౌ బాయ్స్	|	Dallas cow boys	|	కౌ బాయ్స్_clue	|		|	
2374	|	NFL Teams	|	బ్రాంకోస్	|	Denver broncos	|	బ్రాంకోస్_clue	|		|	
2375	|	NFL Teams	|	లయన్స్	|	Detroit lions	|	లయన్స్_clue	|		|	
2376	|	NFL Teams	|	ప్యాకర్స్	|	Green Bay packers	|	ప్యాకర్స్_clue	|		|	
2377	|	NFL Teams	|	టెక్సన్స్	|	Houston texans	|	టెక్సన్స్_clue	|		|	
2378	|	NFL Teams	|	కోల్ట్స్	|	Indianapolis colts	|	కోల్ట్స్_clue	|		|	
2379	|	NFL Teams	|	జాగ్వార్స్	|	Jacksonville jaguars	|	జాగ్వార్స్_clue	|		|	
2380	|	NFL Teams	|	చీఫ్స్	|	Kansas City chiefs	|	చీఫ్స్_clue	|		|	
2381	|	NFL Teams	|	డాల్ఫిన్స్	|	Miami dolphins	|	డాల్ఫిన్స్_clue	|		|	
2382	|	NFL Teams	|	వైకింగ్స్	|	Minnesota vikings	|	వైకింగ్స్_clue	|		|	
2383	|	NFL Teams	|	పేట్రియట్స్	|	New England patriots	|	పేట్రియట్స్_clue	|		|	
2384	|	NFL Teams	|	సెయింట్స్	|	New Orleans saints	|	సెయింట్స్_clue	|		|	
2385	|	NFL Teams	|	జైంట్స్	|	New York giants	|	జైంట్స్_clue	|		|	
2386	|	NFL Teams	|	జెట్స్	|	New York jets	|	జెట్స్_clue	|		|	
2387	|	NFL Teams	|	రైడర్స్	|	Oakland raiders	|	రైడర్స్_clue	|		|	
2388	|	NFL Teams	|	ఈగిల్స్	|	Philadelphia eagles	|	ఈగిల్స్_clue	|		|	
2389	|	NFL Teams	|	స్టీలర్స్	|	Pittsburgh steelers	|	స్టీలర్స్_clue	|		|	
2390	|	NFL Teams	|	చార్జర్స్	|	San Diego chargers	|	చార్జర్స్_clue	|		|	
2391	|	NFL Teams	|	ఫార్టీ నైనర్స్	|	San Francisco 49ers	|	ఫార్టీ నైనర్స్_clue	|		|	
2392	|	NFL Teams	|	సీహాక్స్	|	Seattle seahawks	|	సీహాక్స్_clue	|		|	
2393	|	NFL Teams	|	ర్యామ్స్	|	St. Louis rams	|	ర్యామ్స్_clue	|		|	
2394	|	NFL Teams	|	బకనీర్స్	|	Tampa Bay bucaneers	|	బకనీర్స్_clue	|		|	
2395	|	NFL Teams	|	టైటాన్స్	|	Tennessee titans	|	టైటాన్స్_clue	|		|	
2396	|	NFL Teams	|	రెడ్ స్కిన్స్	|	Washington red skins	|	రెడ్ స్కిన్స్_clue	|		|	
2397	|	NHL Teams	|	అనహైమ్ డక్స్  	|	Anaheim Ducks	|	అనహైమ్ డక్స్  _clue	|		|	
2398	|	NHL Teams	|	బోస్టన్ బ్రూయిన్స్ 	|	Boston Bruins	|	బోస్టన్ బ్రూయిన్స్ _clue	|		|	
2399	|	NHL Teams	|	బఫెలో సాబర్స్ 	|	Buffalo Sabres	|	బఫెలో సాబర్స్ _clue	|		|	
2400	|	NHL Teams	|	కాల్గరీ ఫ్లేమ్స్ 	|	Calgary Flames	|	కాల్గరీ ఫ్లేమ్స్ _clue	|		|	
2401	|	NHL Teams	|	Carolina హరికేన్స్ 	|	Carolina Hurricanes	|	Carolina హరికేన్స్ _clue	|		|	
2402	|	NHL Teams	|	చికాగో బ్లాక్హాక్స్లపై 	|	Chicago Blackhawks	|	చికాగో బ్లాక్హాక్స్లపై _clue	|		|	
2403	|	NHL Teams	|	కొలరాడో ఆకస్మిక 	|	Colorado Avalanche	|	కొలరాడో ఆకస్మిక _clue	|		|	
2404	|	NHL Teams	|	కొలంబస్ బ్లూ జాకెట్స్	|	Columbus Blue Jackets	|	కొలంబస్ బ్లూ జాకెట్స్_clue	|		|	
2405	|	NHL Teams	|	డల్లాస్ స్టార్స్ 	|	Dallas Stars	|	డల్లాస్ స్టార్స్ _clue	|		|	
2406	|	NHL Teams	|	డెట్రాయిట్ రెడ్ వింగ్స్	|	Detroit Red Wings	|	డెట్రాయిట్ రెడ్ వింగ్స్_clue	|		|	
2407	|	NHL Teams	|	ఎడ్మొన్టన్ ఆయిలర్స్ 	|	Edmonton Oilers	|	ఎడ్మొన్టన్ ఆయిలర్స్ _clue	|		|	
2408	|	NHL Teams	|	ఫ్లోరిడా పాంథర్స్ 	|	Florida Panthers	|	ఫ్లోరిడా పాంథర్స్ _clue	|		|	
2409	|	NHL Teams	|	లాస్ ఏంజిల్స్ కింగ్స్	|	Los Angeles Kings	|	లాస్ ఏంజిల్స్ కింగ్స్_clue	|		|	
2410	|	NHL Teams	|	Minnesota వైల్డ్ 	|	Minnesota Wild	|	Minnesota వైల్డ్ _clue	|		|	
2411	|	NHL Teams	|	మాంట్రియల్ కెనెడియెన్స్ 	|	Montreal Canadiens	|	మాంట్రియల్ కెనెడియెన్స్ _clue	|		|	
2412	|	NHL Teams	|	నష్విల్లె ప్రిడేతర్స్ 	|	Nashville Predators	|	నష్విల్లె ప్రిడేతర్స్ _clue	|		|	
2413	|	NHL Teams	|	న్యూజెర్సీ డెవిల్స్ 	|	New Jersey Devils	|	న్యూజెర్సీ డెవిల్స్ _clue	|		|	
2414	|	NHL Teams	|	న్యూయార్క్ దీవుల 	|	New York Islanders	|	న్యూయార్క్ దీవుల _clue	|		|	
2415	|	NHL Teams	|	న్యూయార్క్ రేంజర్స్ 	|	New York Rangers	|	న్యూయార్క్ రేంజర్స్ _clue	|		|	
2416	|	NHL Teams	|	ఒట్టావా సెనెటర్స్ 	|	Ottawa Senators	|	ఒట్టావా సెనెటర్స్ _clue	|		|	
2417	|	NHL Teams	|	ఫిలడెల్ఫియా ఫ్లయర్స్ 	|	Philadelphia Flyers	|	ఫిలడెల్ఫియా ఫ్లయర్స్ _clue	|		|	
2418	|	NHL Teams	|	ఫీనిక్స్ కొయెట్ 	|	Phoenix Coyotes	|	ఫీనిక్స్ కొయెట్ _clue	|		|	
2419	|	NHL Teams	|	పిట్స్బర్గ్ పెంగ్విన్స్ 	|	Pittsburgh Penguins	|	పిట్స్బర్గ్ పెంగ్విన్స్ _clue	|		|	
2420	|	NHL Teams	|	శాన్ జోస్ షార్క్స్	|	San Jose Sharks	|	శాన్ జోస్ షార్క్స్_clue	|		|	
2421	|	NHL Teams	|	సెయింట్ లూయిస్ బ్లూస్	|	St. Louis Blues	|	సెయింట్ లూయిస్ బ్లూస్_clue	|		|	
2422	|	NHL Teams	|	టంపా బే మెరుపు	|	Tampa Bay Lightning	|	టంపా బే మెరుపు_clue	|		|	
2423	|	NHL Teams	|	టొరంటో మాపుల్ Leafs	|	Toronto Maple Leafs	|	టొరంటో మాపుల్ Leafs_clue	|		|	
2424	|	NHL Teams	|	వాంకోవర్ కాంక్స్ 	|	Vancouver Canucks	|	వాంకోవర్ కాంక్స్ _clue	|		|	
2425	|	NHL Teams	|	వాషింగ్టన్ రాజధానులు 	|	Washington Capitals	|	వాషింగ్టన్ రాజధానులు _clue	|		|	
2426	|	NHL Teams	|	విన్నిపెగ్ జెట్స్ 	|	Winnipeg Jets	|	విన్నిపెగ్ జెట్స్ _clue	|		|	
2427	|	Company_Logos	|	గూగుల్	|	Google	|	గూగుల్_clue	|		|	
2428	|	Company_Logos	|	వాల్ మార్ట్	|	Wal-Mart	|	వాల్ మార్ట్_clue	|		|	
2429	|	Company_Logos	|	కాస్ట్ కో	|	Cost Co	|	కాస్ట్ కో_clue	|		|	
2430	|	Company_Logos	|	కే మార్ట్	|	K -Mart	|	కే మార్ట్_clue	|		|	
2431	|	Company_Logos	|	బెస్ట్ బై	|	Best Buy	|	బెస్ట్ బై_clue	|		|	
2432	|	Company_Logos	|	టాయ్ సారస్	|	Toy Sarus	|	టాయ్ సారస్_clue	|		|	
2433	|	Company_Logos	|	లోస్	|	Lowe's 	|	లోస్_clue	|		|	
2434	|	Company_Logos	|	సియర్స్	|	Sears	|	సియర్స్_clue	|		|	
2435	|	Company_Logos	|	మెనార్డ్స్	|	Menards	|	మెనార్డ్స్_clue	|		|	
2436	|	Company_Logos	|	టార్గెట్	|	Target	|	టార్గెట్_clue	|		|	
2437	|	Company_Logos	|	బర్గర్ కింగ్	|	Burger King	|	బర్గర్ కింగ్_clue	|		|	
2438	|	Company_Logos	|	ఆర్బీస్	|	Arby's	|	ఆర్బీస్_clue	|		|	
2439	|	Company_Logos	|	టాకో బెల్	|	Taco Bell	|	టాకో బెల్_clue	|		|	
2440	|	Company_Logos	|	పెర్కిన్స్	|	Perkins	|	పెర్కిన్స్_clue	|		|	
2441	|	Company_Logos	|	పాపా జాన్స్	|	Papa John's	|	పాపా జాన్స్_clue	|		|	
2442	|	Company_Logos	|	డామినోస్ పిజ్జా	|	Domino's Pizza	|	డామినోస్ పిజ్జా_clue	|		|	
2443	|	Company_Logos	|	మెక్ డొనాల్డ్స్	|	McDonald's	|	మెక్ డొనాల్డ్స్_clue	|		|	
2444	|	Company_Logos	|	పిజ్జా హట్	|	Pizza Hut	|	పిజ్జా హట్_clue	|		|	
2445	|	Company_Logos	|	వె౦డీస్	|	Wendy's	|	వె౦డీస్_clue	|		|	
2446	|	Company_Logos	|	కే యఫ్ సి	|	KFC	|	కే యఫ్ సి_clue	|		|	
2447	|	Company_Logos	|	గ్రేట్ క్లిప్స్	|	Great Clips	|	గ్రేట్ క్లిప్స్_clue	|		|	
2448	|	Company_Logos	|	మేసిస్	|	Macys	|	మేసిస్_clue	|		|	
2449	|	Company_Logos	|	జే సి పెన్ని	|	J. C Penny	|	జే సి పెన్ని_clue	|		|	
2450	|	Company_Logos	|	కబ్ ఫుడ్స్	|	Cub Foods	|	కబ్ ఫుడ్స్_clue	|		|	
2451	|	Company_Logos	|	బార్న్స్ అండ్ నోబుల్	|	Barnes and Noble	|	బార్న్స్ అండ్ నోబుల్_clue	|		|	
2452	|	Company_Logos	|	బోర్డర్స్	|	Borders	|	బోర్డర్స్_clue	|		|	
2453	|	Company_Logos	|	రెయిన్ బో	|	Rainbow	|	రెయిన్ బో_clue	|		|	
2454	|	Company_Logos	|	ఫెంటాస్టిక్ శామ్స్	|	Fantastic Sam's	|	ఫెంటాస్టిక్ శామ్స్_clue	|		|	
2455	|	Company_Logos	|	కాస్ట్ కట్టర్స్	|	Cost Cutters	|	కాస్ట్ కట్టర్స్_clue	|		|	
2456	|	Company_Logos	|	రేడియో ష్యాక్	|	Radio Shack	|	రేడియో ష్యాక్_clue	|		|	
2457	|	US_Airlines	|	యునై టెడ్	|	United	|	యునై టెడ్_clue	|		|	
2458	|	US_Airlines	|	సౌత్ వెస్ట్.కామ్	|	South West . Com	|	సౌత్ వెస్ట్.కామ్_clue	|		|	
2459	|	US_Airlines	|	యు ఎస్ ఎయిర్ వేస్	|	U. S. Air Ways	|	యు ఎస్ ఎయిర్ వేస్_clue	|		|	
2460	|	US_Airlines	|	డెల్టా	|	Delta	|	డెల్టా_clue	|		|	
2461	|	US_Airlines	|	ఎయిర్ ట్రాన్	|	Air Tran	|	ఎయిర్ ట్రాన్_clue	|		|	
2462	|	US_Airlines	|	అమెరికన్ ఎయిర్ లైన్స్	|	American Airlines	|	అమెరికన్ ఎయిర్ లైన్స్_clue	|		|	
2463	|	US_Airlines	|	ఎయిర్ కెనడా	|	Air Canada	|	ఎయిర్ కెనడా_clue	|		|	
2464	|	US_Airlines	|	కాంటినెంటల్ ఎయిర్ లైన్స్	|	Continental Airlines	|	కాంటినెంటల్ ఎయిర్ లైన్స్_clue	|		|	
2465	|	US_Airlines	|	సన్ కంట్రీ ఎయిర్ లైన్స్	|	Sun Country Air Lines	|	సన్ కంట్రీ ఎయిర్ లైన్స్_clue	|		|	
2466	|	US_Airlines	|	అలాస్కా ఎయిర్ లైన్స్	|	Alaska Air Lines	|	అలాస్కా ఎయిర్ లైన్స్_clue	|		|	
2467	|	US_Airlines	|	ఫ్రా౦టియర్ ఎయిర్ లైన్స్	|	Frantier Air Lines	|	ఫ్రా౦టియర్ ఎయిర్ లైన్స్_clue	|		|	
2468	|	US_Airlines	|	ఐస్ ల్యాండ్ ఎయిర్	|	Ice Land Air	|	ఐస్ ల్యాండ్ ఎయిర్_clue	|		|	
2469	|	US_Monuments	|	 స్టేచూ ఆఫ్ లిబర్టి	|	Statue of Liberty	|	 స్టేచూ ఆఫ్ లిబర్టి_clue	|		|	
2470	|	US_Monuments	|	మౌంట్ రష్మోర్	|	Mount Rushmore	|	మౌంట్ రష్మోర్_clue	|		|	
2471	|	US_Monuments	|	వైట్ హౌస్	|	The White House	|	వైట్ హౌస్_clue	|		|	
2472	|	US_Monuments	|	హాలీవుడ్	|	Hollywood	|	హాలీవుడ్_clue	|		|	
2473	|	US_Monuments	|	గోల్డెన్ గేట్ బ్రిడ్జ్	|	Golden Gate Bridge	|	గోల్డెన్ గేట్ బ్రిడ్జ్_clue	|		|	
2474	|	US_Monuments	|	గేట్ వే ఆర్చ్	|	Gateway Arch	|	గేట్ వే ఆర్చ్_clue	|		|	
2475	|	US_Monuments	|	లింకన్ మెమోరియల్	|	Lincoln Memorial	|	లింకన్ మెమోరియల్_clue	|		|	
2476	|	US_Monuments	|	వాషింగ్టన్ మాన్యుమెంట్	|	Washington Monument	|	వాషింగ్టన్ మాన్యుమెంట్_clue	|		|	
2477	|	US_Monuments	|	లిబర్టి బెల్	|	Liberty Bell	|	లిబర్టి బెల్_clue	|		|	
2478	|	US_Monuments	|	జఫర్సన్ మెమోరియల్	|	Jefferson Memorial	|	జఫర్సన్ మెమోరియల్_clue	|		|	
2479	|	US_Monuments	|	నేషనల్ మాల్	|	The National Mall	|	నేషనల్ మాల్_clue	|		|	
2480	|	US_Monuments	|	వియత్నాం వెటరన్స్ మెమోరియల్	|	Vietnam Veterans Memorial	|	వియత్నాం వెటరన్స్ మెమోరియల్_clue	|		|	
2481	|	US_Monuments	|	వరల్డ్ వార్ II మెమోరియల్	|	World War II Memorial	|	వరల్డ్ వార్ II మెమోరియల్_clue	|		|	
2482	|	American_Girl_Dolls	|	కాయా 	|	Kaya	|	కాయా _clue	|		|	
2483	|	American_Girl_Dolls	|	ఫెలిసిటి 	|	Felicity	|	ఫెలిసిటి _clue	|		|	
2484	|	American_Girl_Dolls	|	యోసెఫిన 	|	Josephina	|	యోసెఫిన _clue	|		|	
2485	|	American_Girl_Dolls	|	కిర్స్టిన్ 	|	Kirstin	|	కిర్స్టిన్ _clue	|		|	
2486	|	American_Girl_Dolls	|	మేరీ గ్రేస్ 	|	Mary Grace	|	మేరీ గ్రేస్ _clue	|		|	
2487	|	American_Girl_Dolls	|	సెసీలె 	|	Sesile	|	సెసీలె _clue	|		|	
2488	|	American_Girl_Dolls	|	అడ్డి 	|	Addi	|	అడ్డి _clue	|		|	
2489	|	American_Girl_Dolls	|	సమంతా 	|	Samantha	|	సమంతా _clue	|		|	
2490	|	American_Girl_Dolls	|	రెబెక్కా 	|	Rebecca	|	రెబెక్కా _clue	|		|	
2491	|	American_Girl_Dolls	|	కిట్ 	|	Kit	|	కిట్ _clue	|		|	
2492	|	American_Girl_Dolls	|	మాల్లీ 	|	Molly	|	మాల్లీ _clue	|		|	
2493	|	American_Girl_Dolls	|	జూలీ 	|	Julie	|	జూలీ _clue	|		|	
2494	|	Ivy_Leauge_Universities	|	యేల్  యూనివర్సిటీ 	|	Yale University	|	యేల్  యూనివర్సిటీ _clue	|		|	
2495	|	Ivy_Leauge_Universities	|	కార్నెల్ యూనివర్సిటీ 	|	Cornell University	|	కార్నెల్ యూనివర్సిటీ _clue	|		|	
2496	|	Ivy_Leauge_Universities	|	డార్ట్ మౌత్ కాలేజీ 	|	Dartmouth College	|	డార్ట్ మౌత్ కాలేజీ _clue	|		|	
2497	|	Ivy_Leauge_Universities	|	బ్రౌన్ యూనివర్సిటీ 	|	Brown University	|	బ్రౌన్ యూనివర్సిటీ _clue	|		|	
2498	|	Ivy_Leauge_Universities	|	ప్రిన్స్ టన్ యూనివర్సిటీ 	|	Princeton University	|	ప్రిన్స్ టన్ యూనివర్సిటీ _clue	|		|	
2499	|	Ivy_Leauge_Universities	|	యూనివర్సిటీ అఫ్ పెన్సిల్వేనియా 	|	University of Pennsylvania	|	యూనివర్సిటీ అఫ్ పెన్సిల్వేనియా _clue	|		|	
2500	|	Ivy_Leauge_Universities	|	కొలంబియా యూనివర్సిటీ 	|	Columbia University	|	కొలంబియా యూనివర్సిటీ _clue	|		|	
2501	|	Ivy_Leauge_Universities	|	హార్వర్డ్ యూనివర్సిటీ 	|	Harvard University	|	హార్వర్డ్ యూనివర్సిటీ _clue	|		|	
2502	|	Pop_Cans	|	కోకో కోలా 	|	Coca-Cola	|	కోకో కోలా _clue	|		|	
2503	|	Pop_Cans	|	ఫాంటా 	|	Fanta	|	ఫాంటా _clue	|		|	
2504	|	Pop_Cans	|	మౌంటెన్  డ్యు 	|	Mountain du	|	మౌంటెన్  డ్యు _clue	|		|	
2505	|	Pop_Cans	|	ఎ అండ్ డబల్ యు రూట్ బీర్ 	|	A & w Root Beer	|	ఎ అండ్ డబల్ యు రూట్ బీర్ _clue	|		|	
2506	|	Pop_Cans	|	పెప్సీ 	|	Pepsi	|	పెప్సీ _clue	|		|	
2507	|	Pop_Cans	|	స్లయిస్	|	Slice	|	స్లయిస్_clue	|		|	
2508	|	Pop_Cans	|	డాక్టర్ పెప్పర్ 	|	Dr Pepper	|	డాక్టర్ పెప్పర్ _clue	|		|	
2509	|	Pop_Cans	|	స్ప్రైట్ 	|	Sprite	|	స్ప్రైట్ _clue	|		|	
2510	|	Pop_Cans	|	సెవెన్ అప్ 	|	Seven-up	|	సెవెన్ అప్ _clue	|		|	
2511	|	Pop_Cans	|	సియిర్రా మిస్ట్	|	Siyirra Mist	|	సియిర్రా మిస్ట్_clue	|		|	
2512	|	Classic_Toys	|	slinky	|	Slinky	|	slinky_clue	|		|	
2513	|	Classic_Toys	|	చూడండి మాస్టర్	|	View Master	|	చూడండి మాస్టర్_clue	|		|	
2514	|	Classic_Toys	|	లింకన్ చిట్టాలు	|	Lincoln Logs	|	లింకన్ చిట్టాలు_clue	|		|	
2515	|	Classic_Toys	|	ETCH-A-స్కెచ్	|	Etch-A-Sketch	|	ETCH-A-స్కెచ్_clue	|		|	
2516	|	Classic_Toys	|	లిటిల్ రెడ్ వాగన్	|	Little Red Wagon	|	లిటిల్ రెడ్ వాగన్_clue	|		|	
2517	|	Classic_Toys	|	టాయ్ బాక్స్	|	Toy Box	|	టాయ్ బాక్స్_clue	|		|	
2518	|	Classic_Toys	|	బ్రిక్స్	|	Bricks	|	బ్రిక్స్_clue	|		|	
2519	|	Classic_Toys	|	Rubics క్యూబ్	|	Rubics Cube	|	Rubics క్యూబ్_clue	|		|	
2520	|	Classic_Toys	|	బంగాళాదుంప స్థితి	|	Potato Status 	|	బంగాళాదుంప స్థితి_clue	|		|	
2521	|	Classic_Toys	|	క్లాసిక్ యో యో	|	Classic Yo-Yo	|	క్లాసిక్ యో యో_clue	|		|	
2522	|	Water_Sports	|	స్విమ్మింగ్-	|	Swimming 	|	స్విమ్మింగ్-_clue	|		|	
2523	|	Water_Sports	|	పడవ పందెం-	|	canoeing 	|	పడవ పందెం-_clue	|		|	
2524	|	Water_Sports	|	తెప్ప-	|	rafting 	|	తెప్ప-_clue	|		|	
2525	|	Water_Sports	|	ఫిషింగ్-	|	fishing 	|	ఫిషింగ్-_clue	|		|	
2526	|	Water_Sports	|	కయాకింగ్-	|	kayaking 	|	కయాకింగ్-_clue	|		|	
2527	|	Water_Sports	|	స్నార్కెల్లింగ్	|	snorkeling 	|	స్నార్కెల్లింగ్_clue	|		|	
2528	|	Water_Sports	|	జెట్ స్కీయింగ్-	|	jet skiing 	|	జెట్ స్కీయింగ్-_clue	|		|	
2529	|	Water_Sports	|	పారాసైలింగ్-	|	parasailing 	|	పారాసైలింగ్-_clue	|		|	
2530	|	Water_Sports	|	స్కీయింగ్-	|	skiing 	|	స్కీయింగ్-_clue	|		|	
2531	|	Water_Sports	|	సర్ఫింగ్-	|	surfing 	|	సర్ఫింగ్-_clue	|		|	
2532	|	Water_Sports	|	స్కూబా డైవింగ్	|	scuba diving	|	స్కూబా డైవింగ్_clue	|		|	
2533	|	Winter_Sports	|	ఫిగర్ స్కేటింగ్-	|	Figure skating 	|	ఫిగర్ స్కేటింగ్-_clue	|		|	
2534	|	Winter_Sports	|	లోతువైపు స్కీయింగ్-	|	downhill skiing 	|	లోతువైపు స్కీయింగ్-_clue	|		|	
2535	|	Winter_Sports	|	మంచు బోర్డింగ్-	|	snow boarding 	|	మంచు బోర్డింగ్-_clue	|		|	
2536	|	Winter_Sports	|	sledding-	|	sledding 	|	sledding-_clue	|		|	
2537	|	Winter_Sports	|	మంచు moviling-	|	snow moviling 	|	మంచు moviling-_clue	|		|	
2538	|	Winter_Sports	|	మంచు ఫిషింగ్-	|	ice fishing 	|	మంచు ఫిషింగ్-_clue	|		|	
2539	|	Winter_Sports	|	మంచు గొట్టాలు-	|	snow tubing 	|	మంచు గొట్టాలు-_clue	|		|	
2540	|	Winter_Sports	|	కుక్క	|	dog 	|	కుక్క_clue	|		|	
2541	|	Winter_Sports	|	కర్లింగ్-	|	curling 	|	కర్లింగ్-_clue	|		|	
2542	|	Winter_Sports	|	ఐస్ హాకీ	|	ice hockey	|	ఐస్ హాకీ_clue	|		|	
2543	|	Chocolate_Bars	|	బటర్ ఫింగర్ 	|	Butter Finger	|	బటర్ ఫింగర్ _clue	|		|	
2544	|	Chocolate_Bars	|	త్రీ మస్కటీర్స్ 	|	Three Musketeers	|	త్రీ మస్కటీర్స్ _clue	|		|	
2545	|	Chocolate_Bars	|	క్రంచ్ 	|	Crunch	|	క్రంచ్ _clue	|		|	
2546	|	Chocolate_Bars	|	మార్స్	|	Mars	|	మార్స్_clue	|		|	
2547	|	Chocolate_Bars	|	రీసెస్ 	|	Reese's 	|	రీసెస్ _clue	|		|	
